2.400000000000000E+009,1.580562442541122E-001,6.197830289602280E-002,-1.191853196360171E-003,-2.118665724992752E-003,
2.400166666666667E+009,1.580093950033188E-001,6.061350554227829E-002,-1.294533489271998E-003,-2.176804700866342E-003,
2.400333333333334E+009,1.577176004648209E-001,5.846212059259415E-002,-1.276191906072199E-003,-2.052012365311384E-003,
2.400500000000000E+009,1.577253192663193E-001,5.664272978901863E-002,-1.238798489794135E-003,-2.111597685143352E-003,
2.400666666666667E+009,1.576745361089706E-001,5.468427762389183E-002,-1.407199189998210E-003,-2.047889400273562E-003,
2.400833333333334E+009,1.579696685075760E-001,5.283540487289429E-002,-1.672071870416403E-003,-2.048127353191376E-003,
2.401000000000000E+009,1.579123884439468E-001,5.063118413090706E-002,-1.652987441048026E-003,-2.024855231866241E-003,
2.401166666666667E+009,1.581460833549500E-001,4.861582443118095E-002,-1.684402697719634E-003,-2.065634587779641E-003,
2.401333333333334E+009,1.584172248840332E-001,4.671362414956093E-002,-1.732180011458695E-003,-1.862110337242484E-003,
2.401500000000000E+009,1.587460190057755E-001,4.465486109256744E-002,-1.689478172920644E-003,-1.829658634960651E-003,
2.401666666666667E+009,1.590049266815186E-001,4.271386936306953E-002,-1.808978500775993E-003,-1.688930671662092E-003,
2.401833333333334E+009,1.595466881990433E-001,4.062364622950554E-002,-1.865258207544684E-003,-1.590247848071158E-003,
2.402000000000000E+009,1.598672717809677E-001,3.875945881009102E-002,-2.026564907282591E-003,-1.515479059889913E-003,
2.402166666666667E+009,1.602293252944946E-001,3.679184988141060E-002,-2.029095776379108E-003,-1.353283063508570E-003,
2.402333333333334E+009,1.607662737369537E-001,3.488015756011009E-002,-1.949887373484671E-003,-1.365492469631136E-003,
2.402500000000000E+009,1.617145985364914E-001,3.305673226714134E-002,-1.861555501818657E-003,-1.107844640500844E-003,
2.402666666666667E+009,1.624819189310074E-001,3.130519017577171E-002,-2.122308360412717E-003,-1.174962613731623E-003,
2.402833333333334E+009,1.632797271013260E-001,2.967971377074719E-002,-1.936061773449183E-003,-9.362898417748511E-004,
2.403000000000000E+009,1.640487611293793E-001,2.797991409897804E-002,-1.852953806519508E-003,-8.499905816279352E-004,
2.403166666666667E+009,1.649058461189270E-001,2.632365003228188E-002,-1.815320341847837E-003,-8.668987429700792E-004,
2.403333333333334E+009,1.657235175371170E-001,2.487079612910748E-002,-1.764613320119679E-003,-8.686841465532780E-004,
2.403500000000000E+009,1.666416674852371E-001,2.354102022945881E-002,-1.609896658919752E-003,-7.113894098438323E-004,
2.403666666666667E+009,1.674883663654327E-001,2.200783975422382E-002,-1.677598338574171E-003,-6.588865071535111E-004,
2.403833333333334E+009,1.685099452733994E-001,2.081244252622128E-002,-1.660609617829323E-003,-7.016395102255046E-004,
2.404000000000000E+009,1.696246713399887E-001,1.960216090083122E-002,-1.617170055396855E-003,-6.434507668018341E-004,
2.404166666666667E+009,1.705072969198227E-001,1.845782808959484E-002,-1.448698458261788E-003,-6.568638491444290E-004,
2.404333333333334E+009,1.712445169687271E-001,1.756193675100803E-002,-1.412994228303433E-003,-7.295761606656015E-004,
2.404500000000000E+009,1.722459495067596E-001,1.660509407520294E-002,-1.441644388251007E-003,-4.565535637084395E-004,
2.404666666666667E+009,1.732771843671799E-001,1.575401052832604E-002,-1.218848861753941E-003,-4.840928013436496E-004,
2.404833333333334E+009,1.739037334918976E-001,1.487033069133759E-002,-1.419399981386960E-003,-7.148238946683705E-004,
2.405000000000000E+009,1.749510616064072E-001,1.414424274116755E-002,-1.398614025674760E-003,-8.558414410799742E-004,
2.405166666666667E+009,1.756139397621155E-001,1.337722968310118E-002,-1.403643051162362E-003,-7.402982446365058E-004,
2.405333333333334E+009,1.765101552009583E-001,1.286406442523003E-002,-1.330040046013892E-003,-7.952146115712822E-004,
2.405500000000000E+009,1.771980226039887E-001,1.251069270074368E-002,-1.374343642964959E-003,-8.552720537409186E-004,
2.405666666666667E+009,1.778053194284439E-001,1.193077303469181E-002,-1.338752452284098E-003,-8.511477499268949E-004,
2.405833333333334E+009,1.782641410827637E-001,1.162568666040897E-002,-1.416295650415123E-003,-8.926290320232511E-004,
2.406000000000000E+009,1.788974106311798E-001,1.116094272583723E-002,-1.499345875345171E-003,-9.795990772545338E-004,
2.406166666666667E+009,1.791989803314209E-001,1.096492633223534E-002,-1.473396900109947E-003,-1.028723781928420E-003,
2.406333333333334E+009,1.797874122858048E-001,1.062883529812098E-002,-1.389943645335734E-003,-8.246907964348793E-004,
2.406500000000000E+009,1.800564527511597E-001,1.020622067153454E-002,-1.753994030877948E-003,-9.240705403499305E-004,
2.406666666666667E+009,1.800386458635330E-001,9.933114983141422E-003,-1.723336987197399E-003,-1.033796695992351E-003,
2.406833333333334E+009,1.801470220088959E-001,9.532855823636055E-003,-1.796783879399300E-003,-1.109979581087828E-003,
2.407000000000000E+009,1.803618818521500E-001,9.187062270939350E-003,-1.970471814274788E-003,-9.055465925484896E-004,
2.407166666666667E+009,1.804452687501907E-001,8.802986703813076E-003,-1.885925768874586E-003,-9.010228677652776E-004,
2.407333333333334E+009,1.801475882530212E-001,8.281552232801914E-003,-1.862783916294575E-003,-8.635902195237577E-004,
2.407500000000000E+009,1.800687760114670E-001,7.956147193908691E-003,-1.897969166748226E-003,-9.427890763618052E-004,
2.407666666666667E+009,1.798955649137497E-001,7.577410899102688E-003,-2.074474003165960E-003,-9.407943580299616E-004,
2.407833333333334E+009,1.793306320905685E-001,6.775483489036560E-003,-2.024496439844370E-003,-7.370921666733921E-004,
2.408000000000000E+009,1.790875792503357E-001,6.261298898607492E-003,-2.246332587674260E-003,-7.297699921764433E-004,
